id_open_close_main,day_open_close,open,close,open_time,open_close
oc_1,วันพุธ,10.0,0.0,10:00:00,00:00:00
oc_1,วันพฤหัสบดี,10.0,0.0,10:00:00,00:00:00
oc_1,วันศุกร์,10.0,0.0,10:00:00,00:00:00
oc_1,วันเสาร์,10.0,0.0,10:00:00,00:00:00
oc_1,วันอาทิตย์,10.0,0.0,10:00:00,00:00:00
oc_1,วันจันทร์,10.0,0.0,10:00:00,00:00:00
oc_1,วันอังคาร,10.0,0.0,10:00:00,00:00:00
oc_2,วันพุธ,8.0,21.3,08:00:00,21:30:00
oc_2,วันพฤหัสบดี,8.0,21.3,08:00:00,21:30:00
oc_2,วันศุกร์,8.0,21.3,08:00:00,21:30:00
oc_2,วันเสาร์,8.0,21.3,08:00:00,21:30:00
oc_2,วันอาทิตย์,8.0,21.3,08:00:00,21:30:00
oc_2,วันจันทร์,8.0,21.3,08:00:00,21:30:00
oc_2,วันอังคาร,8.0,21.3,08:00:00,21:30:00
oc_3,วันพุธ,8.0,20.0,08:00:00,20:00:00
oc_3,วันพฤหัสบดี,8.0,20.0,08:00:00,20:00:00
oc_3,วันศุกร์,8.0,20.0,08:00:00,20:00:00
oc_3,วันเสาร์,8.0,20.0,08:00:00,20:00:00
oc_3,วันอาทิตย์,8.0,20.0,08:00:00,20:00:00
oc_3,วันจันทร์,8.0,20.0,08:00:00,20:00:00
oc_3,วันอังคาร,8.0,20.0,08:00:00,20:00:00
oc_4,วันพุธ,11.0,20.0,11:00:00,20:00:00
oc_4,วันพฤหัสบดี,11.0,20.0,11:00:00,20:00:00
oc_4,วันศุกร์,11.0,20.0,11:00:00,20:00:00
oc_4,วันเสาร์,11.0,20.0,11:00:00,20:00:00
oc_4,วันอาทิตย์,11.0,20.0,11:00:00,20:00:00
oc_4,วันจันทร์,11.0,20.0,11:00:00,20:00:00
oc_4,วันอังคาร,11.0,20.0,11:00:00,20:00:00
oc_5,วันพุธ,12.0,0.0,12:00:00,00:00:00
oc_5,วันพฤหัสบดี,12.0,0.0,12:00:00,00:00:00
oc_5,วันศุกร์,12.0,0.0,12:00:00,00:00:00
oc_5,วันเสาร์,12.0,0.0,12:00:00,00:00:00
oc_5,วันอาทิตย์,12.0,0.0,12:00:00,00:00:00
oc_5,วันจันทร์,12.0,0.0,12:00:00,00:00:00
oc_5,วันอังคาร,12.0,0.0,12:00:00,00:00:00
,,,,,
oc_7,วันพุธ,7.0,0.0,07:00:00,00:00:00
oc_7,วันพฤหัสบดี,7.0,0.0,07:00:00,00:00:00
oc_7,วันศุกร์,7.0,0.0,07:00:00,00:00:00
