id_review_main,review_rating,review_text,sentiment
review_600,5,พนักงานบริการดีมากกกกก ใส่ใจ พูดดี แนะนำให้มาเลยค่ะ ไม่ทำให้การดื่มกาแฟของคุณรู้สึกแย่หรืออารมณ์ไม่ดีแน่นอน,pos
review_600,5,สาขานี้น้องๆพนักงานบริการดี เข้าไปซื้อช่วงเย็นวันที่24/2 ที่ผ่านมา พนักงานน้องเฟรับออเดอร์ยิ้มแย้มแนะนำโปรโมชั่นดี รสชาติก็ดีมากๆค่า,pos
review_600,3,"[🎄] บรรยากาศ : ก็ร้านเมซอนอ่ะ
[🍦] เมนูอาหาร : ก็ร้านเมซอนอีก
[💰] ราคา : ก็เมซอนนั่นแล่ะ
[🛬] จุด Landing : เมืองเอก
[💝] งานบริการ : ก็แบบเมซอนเลย
[👨‍👩‍👦 ] เหมาะกับ : คนชอบเมซอนไง
[🏖] ความคุ้มค่า : คุ้มแบบคนชอบเมซอนมั่ง
[🈁️] สรุปแว้ ‼ : สรุปก็คืออเมซอน ไม่รู้จะพูดยังไง

⚠️⚠️⚠️ การอ่านรีวิวมีความเสี่ยง ผู้อ่านควรศึกษาข้อมูลก่อนตัดสินใจไปกิน☢☢☢",neu
review_600,5,โดยรวมดี ขนมสดใหม่ มีที่จอดรถสะดวก แต่ในร้านตอนเย็นแดดส่องเข้าร้านอบอุ่นดีค่ะ,pos
review_600,5,"- บรรยากาศดี ดีไซต์อาคารสวย ดูโปร่งโล่ง  ที่จอดรถเยอะ
- ที่นั่งเป็นสัดส่วน แต่มีไม่กี่ที่นั่ง ข้างนอกนั่งได้ น่านั่งทำงานมาก ดี เซลฟี่สวย
- พนักงานต้อนรับดี
- รสชาติดี",pos
review_600,5,เงียบ สงบ เย็นสบาย แต่กลิ่นกาแฟติดตัว ติดเสื้อผ้า เป็นทุกครั้งที่มานั่ง,pos
review_600,1,รับแต่ออเดอร์แกร๊ปคนไปยืนรอหน้าร้าน10นาทีก็ไม่ได้สั่ง,neg
review_600,5,กาแฟอร่อย ขนมเค้กแครอท ขนมเอแค์อร่อย ร้านสวย,pos
review_600,2,ซื้อกินปกติไม่เคยมีปัญหาครับแต่วันนี้ไม่แน่ใจว่าหายเครื่องดื่มรึยังไงเห็นเรียกเบอร์72-75ละผม73นั่งรอนานก็เลยไปถามแต่ก็ได้เครื่องดื่มกลับมาแต่รสชาติExpressoหวาน25%ไม่เหมือนกินทุกวันเลยครับ,neg
review_600,1,"วันที่ 31/12/20
เวลา 11.50 น.
ซื้อเครื่องดื่มชาเขียวเย็น1 แก้ว …",neu
review_600,4,ร้านว่างๆขอเราเข้าไปนั่ง มีลูกค้าเข้ามายี่สิบคนได้ เดี๋ยวจะลองไปนั่งดูใหม่55,neu
review_600,5,พี่พี่พนักงานบริการดีมาก,pos
review_600,4,ทุกอย่างก็ดีแต่น่าจะจัดระเบียบการจอดรถให้ดีกว่านี้ครับ,neg
review_600,5,ได้หลบร้อนมาดื่มเมนูเย็น หวานๆชื่นใจ Calpis Peach Smoothie,pos
review_600,4,ที่จอดรถสะดวก แต่บรรยากาศในร้านดูสลัวๆไปหน่อย,neu
review_600,3,ที่นั่งทานน้อยไปหน่อย อากาศก็ทึบๆอึดอัด,neu
review_600,4,ตอนค่ำๆก็ยังไปซื้อกาแฟได้อยู่น๊ะ,neu
review_600,5,ที่จอดกว้างขวางดี พนักงานพูดขอบคุณทุกครั้งเลย,pos
review_600,5,ชอบขนมปังพิเศษของร้านมากครับ,pos
review_600,5,บรรยากาศดีมากๆ,pos
review_600,5,ร้านสวย Coconut Cream อร่อยมว๊ากกกกก,pos
review_600,5,ร้านสวยมาก กาแฟอร่อย,pos
review_600,5,บรรยากาศดี สะอาด พนักงานบริการดี,pos
review_600,5,อร่อย,pos
review_600,5,บรรยากาศดีมากๆ,pos
review_600,4,เงียบดี,neu
review_600,5,งาม,pos
review_600,5,แอร์เย็นดี,pos
review_600,4,positive,pos
review_600,5,positive,pos
review_600,4,ที่จอดรถกว้างขวาง กาแฟอร่อย,pos
review_600,5,positive,pos
review_600,5,positive,pos
review_600,5,positive,pos
review_600,5,positive,pos
review_600,5,positive,pos
review_600,5,ขอบคุณมากครับ,pos
review_600,3,ขอบคุณ,pos
review_600,5,ขอบคุณ,pos
review_600,5,ขอบคุณ,pos
review_600,5,positive,pos
review_600,4,positive,pos
review_600,5,positive,pos
review_600,5,positive,pos
review_600,4,positive,pos
review_600,3,ขอบคุณครับ,pos
review_600,5,positive,pos
review_600,5,positive,pos
review_600,4,positive,pos
review_600,5,positive,pos
review_600,4,positive,pos
review_600,5,positive,pos
review_600,4,positive,pos
review_600,3,positive,pos
review_600,4,positive,pos
review_600,4,positive,pos
review_600,5,positive,pos
review_600,5,positive,pos
review_600,4,positive,pos
review_600,4,positive,pos
