id_review_main,review_rating,review_text,sentiment
review_801,4,"คาราเมลมัคคิอาโต้ก็อร่อย
มีที่จอดรถยนต์มอเตอร์ไซค์
ร้านจะเล็กไปหน่อย",pos
review_801,5,positive,pos
review_801,4,positive,pos
review_801,4,positive,pos
review_801,4,ขอบคุณค่ะ สำหรับ 4 ดาว แล้วจะพัฒนาให้ดียิ่งขึ้นอีกค่ะ,pos
review_801,5,positive,pos
review_802,2,ทำเมนูเหมือนไม่ล้างอุปกรณ์ สั่ง black coffee แต่กลิ่นและรสของชาเขียวมาเต็มแก้ว คนมาทีหลัง เรียกคิวรับของก่อน ทั้งที่เราก็สั่งแก้วเดียว,neg
review_803,1,ผู้จัดการควรเข้าร้านมาอบรมพนักงานบ้างนะคะ ยอดขายคุณยังขายได้เรื่อยๆก็จริง แต่ระบบหน้าร้าน พังมากค่ะ ถ้าคิดจะทำงานบริการก็พูดจาให้มันดีกว่านี้หน่อย วันนี้เข้าไปที่ร้าน โดนพูดใส่อารมณ์ ว่าให้พูดดังขึ้นหน่อย ได้ยินไม่ชัด เรามาจากข้างนอกร้อนๆอะนะคะ แต่คนที่ทำงานในแอร์เย็นๆ ดันใจร้อนกว่าลูกค้าอีก เสร็จแล้วก็ไปโทรศัพท์กับเพื่อนเสียงดัง สาขานี้เข้ามาใช้บริการบ่อย ก็ได้ยินพนักงานโทรคุยเล่นกับญาติทุกรอบ ครั้งนึงเคยมาอ่านหนังสือ แต่โดนลดแอร์ไล่ตั้งแต่4โมงครึ่ง เข้าใจว่ารีบกลับบ้าน แต่มันควรไหม หวังว่าจะรับฟังความเห็น ถ้าไม่ ก็ขอให้ เจริญค่ะ!,neg
review_803,4,ร้านนั่งสะบาย ริมถนนใหญ่ บริการดี,pos
review_803,1,พนักงานมัวแต่คุยกันไม่สนใจลูกค้า สั่งชามะนาวไปได้ฟังบ้างรึป่าวว่าหวานกี่เปอร์เซ็นต์ รสชาติแย่มากๆค่ะ ติดคุยกัน ทำเสร็จเอาของมาวางใว้ไม่บอกลูกค้า,neg
review_803,3,พนักงานคุยเสียงดังเกินหรือว่ามีพนง.เยอะคุยดังเปิดโฟนคุยกับญาติดัง...อุตส่าห์หาที่ดื่มให้มีบรรยากาศเงียบ😏,neg
review_803,4,พนักงานเยอะดี รสชาติอร่อยนะ ร้านตกแต่งสวยงาม ถึงจะเล็กๆ หน่อยแต่ก็ดูเป็นกันเองครับ ...อ้อ แต่วันก่อนได้สั่งซื้อมาส่งที่ทำงาน รสชาติมันไม่ได้ ไม่เหมือนกับซื้อที่ร้าน ครับ ( สั่งหวาน 25% ไปซื้อที่ร้าน รสชาติดี แต่พอสั่งมาส่ง มันเข้มมาก ไม่มีความหวานเลย),neu
review_803,5,บริการดีค่ะเป็นกันเองน่ารักแต่เสียดายไม่ได้เจอซุนกวนตัวจริงแชมป์ลาเต้ ถ้ามีวาฟหรือ LINE ก็ให้ก็ได้นะคะชอบซุนกวนเป็นไอดอลค่ะอยากเจอตัวจริงขับรถมาจากม.กรุงเทพเลย🙏🙏🙏😌,pos
review_803,5,มานั่งรอส่งญาติไปพิษณุโลกครับ,neu
review_803,5,บรรยากาศภายในร้านดีครับ มีการจัดร้านตามหลัก social distancing มีมาตรฐานดีครับพนักงานบริการสุขภาพ,pos
review_803,4,เปิดตั้งแต่ตีห้าถึงสามทุ่มเลยยย,neu
review_803,5,บรรยากาศสบายๆแหมาะกับการนั่งทำงาน  ใครจะเดินทางไปสายเหนือ  ตะวันออกเฉียงเหนือ แนะนำเลย ไม่ต้องไปแย่ง  หรือแออัดกันแบบใน ปั้มน้ำมัน,pos
review_803,5,ก็ตามสไตล์อเมซอน รสชาติไม่ซ้ำจำสูตรไม่ได้ 5555555555555555555 สาขานี้รสชาติดี บรรยากาศสบายๆ ร้านสะอาดมากกกกกก เป็นสาขาติดถนนแต่ต้องหาที่จอดรถสักนิดหนึ่ง,pos
review_803,4,สั่งเครื่องดื่ม มิกเบอรี่ปั่นรสชาติดีใช้ได้ ร้านดูสะอาดตา แต่แอร์ไม่ค่อยเย็น,neu
review_803,1,ช้า แต่อยากได้ยอด เคยสั่งแพนด้ามา เอาเบอร์จากแพนด้า เพื่อที่จะให้เราสั่งกับร้าน  แย่มาก,neg
review_803,3,ร้่านสบายๆเหมาะแก่การใช้นั่งรอเพื่อน,pos
review_803,5,กาแฟอร่อยที่นั่งเย็นสบายครับ,pos
review_803,1,ล่าช้า ผิดพลาด ชุลมุน วุ่นวาย,neg
review_803,5,มุมสวยๆนั่งชิล,pos
review_803,1,ทำได้ห่วยแตกมากค่ะ,neg
review_803,4,สะดวก สะอาด ชอบๆ,pos
review_803,4,ร้านกาแฟเล็กๆ,neu
review_803,5,รสชาติดีครับ กลมกล่อม,pos
review_803,3,ก็อเมซอน อ่ะครับ,neu
review_803,5,สะอาดดีครับ,pos
review_803,5,อร่อยดี,pos
review_803,4,รสชาติตามต้องการ,neu
review_803,3,ใกล้แค่นี้,neu
review_803,5,สุดยอด,pos
review_803,5,ถูกใจ,pos
review_803,5,ดี,neu
review_803,4,อร่อย,pos
review_803,5,เยี่ยม,neu
review_803,3,สะดวก สบาย,neu
review_803,5,เดินทางสะดวก,pos
review_803,3,รอออเดอร์นาน,neg
review_803,4,บรรยากาศok,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,ดี,neu
review_803,5,positive,pos
review_803,4,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,4,positive,pos
review_803,4,positive,pos
review_803,2,negative,neg
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,3,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,4,positive,pos
review_803,4,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,4,positive,pos
review_803,4,positive,pos
review_803,4,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,3,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,1,negative,neg
review_803,5,positive,pos
review_803,4,positive,pos
review_803,3,positive,pos
review_803,4,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,5,positive,pos
review_803,4,positive,pos
review_803,4,positive,pos
review_803,4,positive,pos
review_803,4,positive,pos
review_804,5,หนาวมาก อยากเอาเสื้อแขนยาวมาด้วย,neu
review_804,3,จิบแฟ นั่งชิว,pos
review_804,1,negative,neg
review_804,4,positive,pos
review_805,1,ใช้บริการครั้งแรกกาแฟอร่อยแต่บรรยากาศไม่น่านั่งเพราะพนักงานเปิดเพลงตามใจตัวเองดังมากจะคุยกันต้องตะเบงเสียงนั่งได้สักพักปรับเสียงเพลงดังขึ้นไปอีกจนปวดแก้วหู คราวนี้เดินออกเลยคะ...ปรับอีกนิดอบรมพนักงานในการให้บริการหรือเปิดเพลงให้มีคราส ระดับเสียงเพลงมีผลกับการมาใช้บริการมากคะ...,neg
review_805,1,"ไปชื้อ กาแฟ พนักงานพูดคุยเสียงดัง โวยวาย
กาแฟอร่อย แต่ควรอบรมพนักงานด้วยคับ
พนักงานตัวใหญ่ๆพูดจาเสียงดังโวยวายมาก
สองครั้งแล้ว ครั้งแลกมีปากเสียงกับลายแมน ฝากด้วยคับ",neg
review_805,5,กาแฟอร่อย ครับ แนะนำเลยครับ,pos
review_805,5,positive,pos
review_805,5,positive,pos
review_805,4,positive,pos
review_805,2,มันเป็นเรื่องธรรมดา,neu
review_805,5,positive,pos
review_805,5,positive,pos
review_805,4,positive,pos
review_805,5,positive,pos
review_805,5,positive,pos
review_805,5,positive,pos
review_805,5,positive,pos
review_805,5,positive,pos
review_806,5,ร้านกาแฟประจำอาคาร BIOTEC รสชาติได้มาตรฐาน Cafe Amazon พนักงานน่ารัก มีใจบริการที่ดี,pos
review_806,4,บรรยากาศดี มีลำน้ำไหลผ่านข้างๆร้าน เหมาะแก่การพักผ่อน,pos
review_806,4,อร่อย ร้านเล็กไปหน่อย,pos
review_806,4,สมาชิก เนคเทคได้ส่วนลด,neu
review_806,5,ชอบมาก บรรยากาศดี,pos
review_806,3,สดชื่น🥤🍵 …,neu
review_806,4,มัทฉะลาเต้ไลท์,neu
review_806,4,positive,pos
review_806,3,positive,pos
review_806,5,positive,pos
review_806,4,positive,pos
review_806,5,positive,pos
review_806,4,positive,pos
review_806,3,positive,pos
review_806,5,positive,pos
review_806,4,positive,pos
review_806,3,positive,pos
review_806,4,positive,pos
review_806,4,positive,pos
review_806,4,positive,pos
review_806,4,positive,pos
review_806,5,positive,pos
review_806,3,positive,pos
review_806,3,positive,pos
review_807,1,ลูกค้าเข้าไปแทนที่จะถามว่ารับอะไรให้ยืนรออยู่สักพักนึงจนต้องถามเองว่าเหลือกี่แก้วคะแล้วมองหน้าเราไม่ยอมตอบแล้วก็มาตอบทีหลังว่าเหลือแปดแก้วค่ะคืออะไรคะ  ม่ด้ไปขอทานฟรีนะค่ะ,neg
review_807,5,"บริการดีค่ะสตอเบอรี่ปั่นอร่อยมากๆค่ะ
เเต่ที่สำคัญเเชมป์ลาเต้อาทเคยเป็นไรเดอร์นั้นค่ะ
Fcทั้งเเชมป์เเละก็ร้านค่ะหลงรักอ่ะซุนกวนที่1ของฉัน",pos
review_807,1,พนักงานบริการแย่มาก สั่งชานมหวาน 25% ทำมาแบบหวานมาก พอเราแจ้งไป พนักงานบอกปกติชานมมันหวานมากอยู่แล้ว ก็สั่งหวาน 25 ก้อไม่ควรหวานขนาดนี้ แย่มาก จะไม่สั่งจากร้านนี้อีก แย่สุดๆ,neg
review_807,1,พนักงานพูดจาเสียงดัง บริการแย่มากค่ะ ทำหน้าตาเหมือนไม่อยากทำ,neg
review_807,5,"ใดใดคือFcแชมป์ค่ะซุนกวน
ดีไม่ดีอีกเรื่องนึงค่ะเเต่รักเเชมป์",pos
review_807,1,พนักงาน สาวประเภทสอง พูดจาไม่ดี ใช้คำพูดหยาบคายใส่ลูกค้าค่ะ,neg
review_807,5,ร้านตกแต่งสวย พนักงานบริการดี พูดจาไพเราะ รสชาติอร่อย,pos
review_807,5,positive,pos
review_807,1,negative,neg
review_808,5,ร้านสวยดี ที่จอดสะดวก  สะอาด,pos
review_808,5,positive,pos
review_808,5,positive,pos
