name,lat,long,url,rating,comment,sal1,sal2,id_open_close_main,id_customer_main,id_option_main,id_review_main,zone,distance_rangsit,distance_khlong_rangsit,distance_lak_hok,weighted_rating,distance_tu,distance_bu,distance_rsu,distance_rmutt,distance_nbu
โทกิ คาเฟ่ - คอฟฟี่ แอนด์ เบเกอรี่,14.0661521,100.6122041,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%97%E0%B8%81%E0%B8%B4+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+-+%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88+%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C+%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d81c8afd68353:0xa045158632639bd1!8m2!3d14.0661521!4d100.6122041!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11v5t0r5ps?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.9,37,฿100-200 ต่อคน,14,oc_76,ci_76,option_76,review_76,krongone,8.6240585,9.566912504,11.34803922,4.741197738,1.194043259,2.962483814,11.46971084,10.35670813,9.893522858
ร้าน GTK Coffee,14.0674037,100.6047624,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99+GTK+Coffee/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fbf6a132125:0x1daee01c95d3db54!8m2!3d14.0674037!4d100.6047624!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11rqyw80pt?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.7,3,,,oc_77,ci_77,option_77,review_77,krongone,8.625337685,9.613394684,11.36343286,4.559401468,0.564035128,3.219601764,11.41052112,10.52267373,10.52671309
Kojicha premium matcha สาขาธรรมศาสตร์รังสิต,14.065697,100.6069868,"https://www.google.com/maps/place/Kojicha+premium+matcha+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fb9adbd7137:0xd59483086b392ad!8m2!3d14.065697!4d100.6069868!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11flmhpg16?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,1,,,oc_78,ci_78,option_78,review_78,krongone,8.470427107,9.444812672,11.20596485,4.560008014,0.838104572,2.977737674,11.27793727,10.31869991,10.22474051
Klin Cafe & Restaurant,14.0767425,100.6253428,"https://www.google.com/maps/place/Klin+Cafe+%26+Restaurant/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d811866d59ead:0xade21c284a970e8e!8m2!3d14.0767425!4d100.6253428!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11nym8vpn7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4,1,,,oc_79,ci_79,option_79,review_79,krongone,10.14271752,11.01896597,12.8241529,4.52774995,2.456393046,4.355240388,13.03427789,11.62723384,10.06413122
Aunt's Coffee,14.0659967,100.6090918,"https://www.google.com/maps/place/Aunt's+Coffee/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f6b3c25834f:0x4509b569022c0f8f!8m2!3d14.0659967!4d100.6090918!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11vj8_9wz9?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,4,฿1-100 ต่อคน,3,oc_80,ci_80,option_80,review_80,krongone,8.54094031,9.503027043,11.27283325,4.598830837,0.948394568,2.971425133,11.36481602,10.34323491,10.09830767
ตองหนึ่ง คาเฟ่ / 111 CAFE,14.0194546,100.6167974,"https://www.google.com/maps/place/%E0%B8%95%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%99%E0%B8%B6%E0%B9%88%E0%B8%87+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%2F+111+CAFE/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f663e828bb9:0xc1c331cb31d3d2d4!8m2!3d14.0194546!4d100.6167974!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11wg1b0_j0?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,3,,,oc_81,ci_81,option_81,review_81,krongone,3.996481302,4.699692333,6.506682209,4.586674195,6.049269493,2.272225555,6.886513888,5.192869166,6.307668851
26 Sep Interior Cafe,14.0688125,100.6024375,"https://www.google.com/maps/place/26+Sep+Interior+Cafe/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fe94b7b5675:0x8fafb00cd18e02a3!8m2!3d14.0688125!4d100.6024375!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11f3m7svky?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.2,5,,,oc_82,ci_82,option_82,review_82,krongone,8.754186256,9.755050757,11.4928762,4.496007098,0.382335301,3.443703518,11.5151369,10.699522,10.81203409
Café Amazon สาขา ปตท.ธรรมศาสตร์ ศูนย์รังสิต (CC4204),14.0669247,100.6062666,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%9B%E0%B8%95%E0%B8%97.%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C+%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+(CC4204)/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f0688c996e9:0x5f865ca1c433df5b!8m2!3d14.0669247!4d100.6062666!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11syzxccl2?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,16,฿1-100 ต่อคน,8,oc_83,ci_83,option_83,review_83,krongone,8.593992283,9.573410435,11.33069491,4.564353227,0.68105295,3.127888232,11.39331541,10.45914213,10.3780356
Mongni Cafe Thammasat,14.0659631,100.6092189,"https://www.google.com/maps/place/Mongni+Cafe+Thammasat/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f512e5e45dd:0xf7c96dfb1e76f5c5!8m2!3d14.0659631!4d100.6092189!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11jgxvzrx0?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,15,฿1-100 ต่อคน,3,oc_84,ci_84,option_84,review_84,krongone,8.539722195,9.501003743,11.27133356,4.563561077,0.960551201,2.965911255,11.36462364,10.33913116,10.08646397
โกปี๊ คาเฟ่,14.0671338,100.6313926,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%81%E0%B8%9B%E0%B8%B5%E0%B9%8A%E2%80%8B+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d8144aebe9acb:0xac65532c46405386!8m2!3d14.0671338!4d100.6313926!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11j026584l?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.4,60,฿1-100 ต่อคน,10,oc_85,ci_85,option_85,review_85,krongone,9.391944558,10.2019898,12.01330363,4.448447205,3.107884497,3.668439723,12.30340587,10.67845514,8.813302133
Longdu Cafe,14.0375045,100.620848,"https://www.google.com/maps/place/Longdu+Cafe/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281cf20489eeb:0x9ecc8f45972e1915!8m2!3d14.0375045!4d100.620848!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11rfcbj3d4?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,1,,,oc_86,ci_86,option_86,review_86,krongone,5.933748883,6.718164745,8.529347817,4.560008014,4.308812941,0.897591341,8.845955843,7.238209221,6.972975815
ติดเหน่อ คาเฟ่,14.044424,100.6142266,"https://www.google.com/maps/place/2U+Cafe/@14.06912,100.5205622,13z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281c85191c745:0xbdefaa134d9fc3a6!8m2!3d14.044424!4d100.6142266!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11khs837jz?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.4,12,฿1-100 ต่อคน,5,oc_87,ci_87,option_87,review_87,krongone,6.354453701,7.239091332,9.040455135,4.503815439,3.315112198,0.567340208,9.249625301,7.945080059,8.014516689
The Library cafe' TU,14.0690064,100.5967898,"https://www.google.com/maps/place/The+Library+cafe'+TU/@14.0491856,100.5576413,13.58z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7feb4119d16d:0xf454f179481e23c1!8m2!3d14.0690064!4d100.5967898!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11s9xj5j31?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,3,,,oc_88,ci_88,option_88,review_88,krongone,8.740779483,9.767985697,11.47354113,4.586674195,0.763322354,3.705628017,11.44036379,10.79504636,11.25156573
ร้านมีไม้ คาเฟ่,13.9739946,100.6334268,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A1%E0%B8%B5%E0%B9%84%E0%B8%A1%E0%B9%89+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@14.036387,100.5855219,13.58z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d7fe4338368d3:0xa3f78b7a95e863f9!8m2!3d13.9739946!4d100.6334268!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11qpk018rf?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.2,329,,,oc_89,ci_89,option_89,review_89,rungsit,4.533984126,3.86978334,4.5090826,4.228858631,11.40072508,7.618257541,5.513402769,2.343226595,4.816873463
อุมิคาเฟ่,14.0643889,100.5923837,"https://www.google.com/maps/place/%E0%B8%AD%E0%B8%B8%E0%B8%A1%E0%B8%B4%E2%80%8B%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@14.036387,100.5855219,13.58z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f22efbf4ed9:0xa3adbf9d73fdedb1!8m2!3d14.0643889!4d100.5923837!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11hhb143rb?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.7,7,,,oc_90,ci_90,option_90,review_90,krongone,8.229839619,9.275364381,10.95067426,4.574601309,1.441854637,3.534744534,10.87635123,10.37277693,11.24880275
CAFE DE BLOOM,14.0758834,100.6013758,"https://www.google.com/maps/place/CAFE+DE+BLOOM/@14.036387,100.5855219,13.58z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27f94b89ec0ad:0x3633b23e1de16a23!8m2!3d14.0758834!4d100.6013758!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11clwmxh54?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,13,,,oc_91,ci_91,option_91,review_91,krongone,9.528374552,10.53636214,12.26640813,4.471168569,0.448018708,4.227141835,12.26967674,11.49311411,11.47401642
ภิรมย์เฮ้าส์ คาเฟ่,14.0037075,100.6091947,"https://www.google.com/maps/place/%E0%B8%A0%E0%B8%B4%E0%B8%A3%E0%B8%A1%E0%B8%A2%E0%B9%8C%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%AA%E0%B9%8C+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@14.036387,100.5855219,13.58z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e281492d145055:0xbd2c2eb532793b7e!8m2!3d14.0037075!4d100.6091947!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11t88fffj5?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,5,,,oc_92,ci_92,option_92,review_92,krongone,2.130759942,2.76610044,4.573816213,4.610292813,7.644571706,4.000556184,4.97317969,3.424046124,6.67933384
หม่องนี่ คาเฟ่,14.0660457,100.6096185,"https://www.google.com/maps/place/%E0%B8%AB%E0%B8%A1%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%99%E0%B8%B5%E0%B9%88+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@14.036387,100.5855219,13.58z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x30e27fc7d433d971:0x3afcb7c76800ad71!8m2!3d14.0660457!4d100.6096185!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11fs0g5p68?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,1,,,oc_93,ci_93,option_93,review_93,krongone,8.556615345,9.515536971,11.28738176,4.560008014,0.984465008,2.969745404,11.384379,10.34727182,10.06506062
คาเฟ่ อเมซอน,14.0663222,100.6251284,"https://www.google.com/maps/place/%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%8B%E0%B8%AD%E0%B8%99/@14.036387,100.5855219,13.58z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiHIOC4hOC4suC5gOC4n-C5iA!6e5!3m6!1s0x311d81e136ddaa71:0x6ebeacfbef86f29b!8m2!3d14.0663222!4d100.6251284!15sCivguITguKXguK3guIfguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIWi4iLOC4hOC4peC4reC4hyDguKvguJnguLbguYjguIcg4LiE4Liy4LmA4Lif4LmIkgEEY2FmZeABAA!16s%2Fg%2F11fn9df62s?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,132,฿1-100 ต่อคน,20,oc_94,ci_94,option_94,review_94,krongone,9.04559328,9.899499749,11.70805209,4.345433632,2.468822685,3.264371092,11.94779056,10.47563256,9.082401476
บ้านสวนไผ่คาเฟ่,14.0914851,100.5920385,"https://www.google.com/maps/place/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B9%84%E0%B8%9C%E0%B9%88%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@14.0282635,100.5850514,13.96z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiH4LiE4Liy4LmA4Lif4LmI!6e5!3m6!1s0x30e27fae9f025781:0xeff9107e795a587b!8m2!3d14.0914851!4d100.5920385!15sCirguITguKXguK3guIfguKvguJnguLbguYjguIfguITguLLguYDguJ_guYhaLiIs4LiE4Lil4Lit4LiHIOC4q-C4meC4tuC5iOC4hyDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11jdgxv2t8?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,436,,,oc_95,ci_95,option_95,review_95,krongone,11.24252355,12.28487393,13.96371448,4.783605683,2.45175511,6.197036327,13.87599667,13.34373586,13.4507047
Crazyabout Cafe TU,14.0718452,100.604179,"https://www.google.com/maps/place/Crazyabout+Cafe+TU/@14.0914851,100.552813,14z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiH4LiE4Liy4LmA4Lif4LmI!6e5!3m6!1s0x30e27f7b69ce17db:0x1cf0f09925764382!8m2!3d14.0718452!4d100.604179!15sCirguITguKXguK3guIfguKvguJnguLbguYjguIfguITguLLguYDguJ_guYhaLiIs4LiE4Lil4Lit4LiHIOC4q-C4meC4tuC5iOC4hyDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11jx_bn17k?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.3,33,฿100-200 ต่อคน,14,oc_96,ci_96,option_96,review_96,krongone,9.10860777,10.10192005,11.84720382,4.41682934,0.127401111,3.712902544,11.8817509,11.01981526,10.93667556
Square Roast,14.0630705,100.6102352,"https://www.google.com/maps/place/Square+Roast/@14.0914851,100.552813,14z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiH4LiE4Liy4LmA4Lif4LmI!6e5!3m6!1s0x30e28179a9ea35c9:0xdcca946effbec85a!8m2!3d14.0630705!4d100.6102352!15sCirguITguKXguK3guIfguKvguJnguLbguYjguIfguITguLLguYDguJ_guYhaLiIs4LiE4Lil4Lit4LiHIOC4q-C4meC4tuC5iOC4hyDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcOABAA!16s%2Fg%2F11js7r78v7?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.8,19,฿100-200 ต่อคน,5,oc_97,ci_97,option_97,review_97,krongone,8.244743982,9.196577939,10.97257905,4.644086703,1.276670702,2.633606693,11.082261,10.0152324,9.773096946
svonzon.cafe,14.0645626,100.6092966,"https://www.google.com/maps/place/svonzon.cafe/@14.0914851,100.552813,14z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiH4LiE4Liy4LmA4Lif4LmI!6e5!3m6!1s0x30e27f0052652445:0x24995903540cf094!8m2!3d14.0645626!4d100.6092966!15sCirguITguKXguK3guIfguKvguJnguLbguYjguIfguITguLLguYDguJ_guYhaLiIs4LiE4Lil4Lit4LiHIOC4q-C4meC4tuC5iOC4hyDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11w95hr_8g?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",5,7,฿1-100 ต่อคน,3,oc_98,ci_98,option_98,review_98,krongone,8.388126948,9.347545996,11.11901046,4.631358066,1.083543331,2.810438506,11.21605668,10.18323721,9.964229474
CHRA CAFÉ,14.0042841,100.6963572,"https://www.google.com/maps/place/CHRA+CAF%C3%89/@14.0042841,100.6582484,14z/data=!4m11!1m3!2m2!1z4LiE4Lil4Lit4LiH4Lir4LiZ4Li24LmI4LiH4LiE4Liy4LmA4Lif4LmI!6e5!3m6!1s0x311d7f27b1a539b3:0xdcc6dfd523f16e9b!8m2!3d14.0042841!4d100.6963572!15sCirguITguKXguK3guIfguKvguJnguLbguYjguIfguITguLLguYDguJ_guYhaLiIs4LiE4Lil4Lit4LiHIOC4q-C4meC4tuC5iOC4hyDguITguLLguYDguJ_guYiSAQRjYWZl4AEA!16s%2Fg%2F11g6lxx_7w?entry=ttu&g_ep=EgoyMDI1MDQxNC4xIKXMDSoASAFQAw%3D%3D",4.6,455,฿100-200 ต่อคน,137,oc_99,ci_99,option_99,review_99,rungsit,11.04751562,10.88392887,11.99320211,4.596619069,12.58290644,9.829803268,12.93034218,9.770244704,2.853771393
