name,lat,long,url,rating,comment,sal1,sal2,id_open_close_main,id_customer_main,id_option_main,id_review_main
colon D cafe,13.9842162,100.6142967,"https://www.google.com/maps/place/colon+D+cafe/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x30e2812906ea1579:0x3f8dde0104149a9!8m2!3d13.9842162!4d100.6142967!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcKoB7AEKDS9nLzExY3M1ZmhxYzQQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG1N_7_ig2tK3GG5Xl-lfM9uUnlg69H5QhnhZJjKiARACIp0B4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC5gOC4l-C4hOC5guC4meC5guC4peC4ouC4tSDguKPguLLguIog4Lih4LiH4LiE4LilIOC4mOC4seC4jeC4muC4uOC4o-C4tSDguKjguLnguJnguKLguYwg4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iOABAA!16s%2Fg%2F11kj_2r5xq?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",5.0,(222),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 135 ราย,oc_227,ci_227,option_227,review_227
Rectangular Cafe @Rangsit,13.9621904,100.5858238,"https://www.google.com/maps/place/Rectangular+Cafe+@Rangsit/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x30e2831ed36e3841:0x3bc7f6f556be15e8!8m2!3d13.9621904!4d100.5858238!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAZIBBGNhZmWqAewBCg0vZy8xMWNzNWZocWM0EAEqEyIP4LiE4Liy4LmA4Lif4LmIKDUyHxABIhtTf-_4oNrStxhuV5fpXzPblJ5YOvR-UIZ4WSYyogEQAiKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F11s4bwp683?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.8,(23),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 8 ราย,oc_228,ci_228,option_228,review_228
Bearhouse,13.9884915,100.6176507,"https://www.google.com/maps/place/Bearhouse/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x30e281132ce3b861:0x5d350b8e598f4c35!8m2!3d13.9884915!4d100.6176507!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZlqgHsAQoNL2cvMTFjczVmaHFjNBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbU3_v-KDa0rcYbleX6V8z25SeWDr0flCGeFkmMqIBEAIinQHguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKIg4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li1IOC4o-C4suC4iiDguKHguIfguITguKUg4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jCDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11mvzw1rpl?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.9,(639),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 177 ราย,oc_229,ci_229,option_229,review_229
HOW TO CAFE,14.0429276,100.7314559,"https://www.google.com/maps/place/HOW+TO+CAFE/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x311d79847c8a432f:0x6abea8d70d0c4d78!8m2!3d14.0429276!4d100.7314559!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZlqgHsAQoNL2cvMTFjczVmaHFjNBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbU3_v-KDa0rcYbleX6V8z25SeWDr0flCGeFkmMqIBEAIinQHguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKIg4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li1IOC4o-C4suC4iiDguKHguIfguITguKUg4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jCDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11jg65l377?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.4,(127),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 25 ราย,oc_230,ci_230,option_230,review_230
คาเฟ่อเมซอน มหาวิทยาลัยเทคโนโยีราชมงคล ประตู3,14.0356294,100.7317959,"https://www.google.com/maps/place/%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%8B%E0%B8%AD%E0%B8%99+%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%A7%E0%B8%B4%E0%B8%97%E0%B8%A2%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2%E0%B9%80%E0%B8%97%E0%B8%84%E0%B9%82%E0%B8%99%E0%B9%82%E0%B8%A2%E0%B8%B5%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A1%E0%B8%87%E0%B8%84%E0%B8%A5+%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%95%E0%B8%B93/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x311d79e61362a72b:0xcb2d90a9759f5c7c!8m2!3d14.0356294!4d100.7317959!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZlqgHsAQoNL2cvMTFjczVmaHFjNBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbU3_v-KDa0rcYbleX6V8z25SeWDr0flCGeFkmMqIBEAIinQHguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKIg4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li1IOC4o-C4suC4iiDguKHguIfguITguKUg4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jCDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11q8rpdwfd?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.5,(37),฿1-100 ต่อคน,รายงานโดยผู้ใช้ 12 ราย,oc_231,ci_231,option_231,review_231
At cafe'คลองหก,14.0301792,100.7324512,"https://www.google.com/maps/place/At+cafe'%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%81/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x311d78a1cbe25ea5:0xf9de9781dcdc2e67!8m2!3d14.0301792!4d100.7324512!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZlqgHsAQoNL2cvMTFjczVmaHFjNBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbU3_v-KDa0rcYbleX6V8z25SeWDr0flCGeFkmMqIBEAIinQHguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKIg4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li1IOC4o-C4suC4iiDguKHguIfguITguKUg4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jCDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11d_pw21nv?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.1,(208),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 15 ราย,oc_232,ci_232,option_232,review_232
Maidreamin Future Park,13.9886279,100.6169853,"https://www.google.com/maps/place/Maidreamin+Future+Park/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x30e281844f5286f9:0x53883e7e113b578b!8m2!3d13.9886279!4d100.6169853!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQxjb3NwbGF5X2NhZmWqAewBCg0vZy8xMWNzNWZocWM0EAEqEyIP4LiE4Liy4LmA4Lif4LmIKDUyHxABIhtTf-_4oNrStxhuV5fpXzPblJ5YOvR-UIZ4WSYyogEQAiKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYjgAQA!16s%2Fg%2F11svlbl6s_?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",5.0,"(3,221)",฿100-200 ต่อคน,"รายงานโดยผู้ใช้ 1,290 ราย",oc_233,ci_233,option_233,review_233
Café Amazon สาขา แม็คโคร รังสิต (SD4006),13.9747387,100.6173403,"https://www.google.com/maps/place/Caf%C3%A9+Amazon+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B9%81%E0%B8%A1%E0%B9%87%E0%B8%84%E0%B9%82%E0%B8%84%E0%B8%A3+%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95+(SD4006)/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x30e2811124ebcecd:0xe4acca02bce75c0d!8m2!3d13.9747387!4d100.6173403!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZlqgHsAQoNL2cvMTFjczVmaHFjNBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbU3_v-KDa0rcYbleX6V8z25SeWDr0flCGeFkmMqIBEAIinQHguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKIg4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li1IOC4o-C4suC4iiDguKHguIfguITguKUg4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jCDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11rrvp9y4s?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.0,(11),฿1-100 ต่อคน,รายงานโดยผู้ใช้ 4 ราย,oc_234,ci_234,option_234,review_234
Coffee Compass,14.0401678,100.7336533,"https://www.google.com/maps/place/Coffee+Compass/@13.9796002,100.6087057,13z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x311d795fdc270b8b:0xa13e3b22df1946ba!8m2!3d14.0401678!4d100.7336533!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQtjb2ZmZWVfc2hvcKoB7AEKDS9nLzExY3M1ZmhxYzQQASoTIg_guITguLLguYDguJ_guYgoNTIfEAEiG1N_7_ig2tK3GG5Xl-lfM9uUnlg69H5QhnhZJjKiARACIp0B4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4LiiIOC5gOC4l-C4hOC5guC4meC5guC4peC4ouC4tSDguKPguLLguIog4Lih4LiH4LiE4LilIOC4mOC4seC4jeC4muC4uOC4o-C4tSDguKjguLnguJnguKLguYwg4Lij4Lix4LiH4Liq4Li04LiVIOC4hOC4suC5gOC4n-C5iOABAA!16s%2Fg%2F11h596_cff?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",4.8,(198),฿100-200 ต่อคน,รายงานโดยผู้ใช้ 62 ราย,oc_235,ci_235,option_235,review_235
จามุคาเฟ่,13.9876991,100.6061739,"https://www.google.com/maps/place/%E0%B8%88%E0%B8%B2%E0%B8%A1%E0%B8%B8%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@13.9777389,100.6174297,15.33z/data=!4m10!1m2!2m1!1z4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYg!3m6!1s0x30e281026a91f345:0xea4effc79d9e4044!8m2!3d13.9876991!4d100.6061739!15sCpgB4Lih4Lir4Liy4Lin4Li04LiX4Lii4Liy4Lil4Lix4Lii4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li14Lij4Liy4LiK4Lih4LiH4LiE4Lil4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYgiA4gBAVqgASKdAeC4oeC4q-C4suC4p-C4tOC4l-C4ouC4suC4peC4seC4oiDguYDguJfguITguYLguJnguYLguKXguKLguLUg4Lij4Liy4LiKIOC4oeC4h-C4hOC4pSDguJjguLHguI3guJrguLjguKPguLUg4Lio4Li54LiZ4Lii4LmMIOC4o-C4seC4h-C4quC4tOC4lSDguITguLLguYDguJ_guYiSAQRjYWZlqgHsAQoNL2cvMTFjczVmaHFjNBABKhMiD-C4hOC4suC5gOC4n-C5iCg1Mh8QASIbU3_v-KDa0rcYbleX6V8z25SeWDr0flCGeFkmMqIBEAIinQHguKHguKvguLLguKfguLTguJfguKLguLLguKXguLHguKIg4LmA4LiX4LiE4LmC4LiZ4LmC4Lil4Lii4Li1IOC4o-C4suC4iiDguKHguIfguITguKUg4LiY4Lix4LiN4Lia4Li44Lij4Li1IOC4qOC4ueC4meC4ouC5jCDguKPguLHguIfguKrguLTguJUg4LiE4Liy4LmA4Lif4LmI4AEA!16s%2Fg%2F11fprfrp09?entry=ttu&g_ep=EgoyMDI1MDUwNy4wIKXMDSoASAFQAw%3D%3D",5.0,(1),,,oc_236,ci_236,option_236,review_236
